time,source,target,relativity
197506,4,122,1.15
197506,4,187,0.35
197506,4,198,0.35
197506,5,203,0.575
197506,7,32,0.35
197506,7,57,0.35
197506,7,70,1.15
197506,7,122,1.15
197506,7,187,0.35
197506,7,198,0.35
197506,7,129,1.75
197506,32,57,1.25
197506,32,70,0.35
197506,32,122,0.35
197506,32,198,0.383
197506,47,166,0.367
197506,57,70,0.35
197506,57,122,0.35
197506,57,198,0.383
197506,70,122,1.15
197506,70,141,1.2
197506,70,187,0.35
197506,70,198,0.35
197506,87,118,0.35
197506,87,196,1.15
197506,102,119,0.383
197506,122,187,0.35
197506,122,198,0.35
197506,127,166,0.23
197507,4,7,1.15
197507,4,32,0.35
197507,4,57,0.35
197507,4,70,1.15
197507,4,122,1.15
197507,4,187,0.35
197507,4,198,0.35
197507,5,203,0.575
197507,7,32,0.35
197507,7,57,0.35
197507,7,70,1.15
197507,7,122,1.15
197507,7,187,0.35
197507,7,198,0.35
197507,7,129,1.75
197507,32,57,1.25
197507,32,70,0.35
197507,32,122,0.35
197507,32,198,0.383
197507,43,187,0.367
197507,47,166,0.367
197507,57,70,0.35
197507,57,122,0.35
197507,57,198,0.383
197507,70,122,1.15
197507,70,141,1.2
197507,70,187,0.35
197507,70,198,0.35
197507,70,203,0.35
197507,87,118,0.35
197507,87,196,1.15
197507,102,119,0.383
197507,109,135,0.367
197507,109,198,0.367
197507,122,187,0.35
197507,122,198,0.35
197507,127,166,0.23
197508,4,7,1.15
197508,4,18,0.35
197508,4,32,0.35
197508,4,57,0.35
197508,4,122,1.15
197508,4,187,0.35
197508,4,198,0.35
197508,5,203,0.575
197508,7,18,0.35
197508,7,32,0.35
197508,7,57,0.35
197508,7,122,1.15
197508,7,187,0.35
197508,7,198,0.35
197508,7,129,1.75
197508,18,32,0.383
197508,18,57,0.383
197508,18,122,0.35
197508,32,57,1.25
197508,32,122,0.35
197508,32,198,0.383
197508,43,187,0.367
197508,47,166,0.367
197508,57,122,0.35
197508,57,198,0.383
197508,70,203,0.35
197508,87,118,0.35
197508,87,196,1.15
197508,102,119,0.383
197508,109,135,0.367
197508,109,198,0.367
197508,117,183,0.35
197508,122,187,0.35
197508,122,198,0.35
197508,127,166,0.23
197509,4,7,1.15
197509,4,18,0.35
197509,4,32,0.35
197509,4,57,0.35
197509,4,122,1.15
197509,4,187,0.35
197509,4,198,0.35
197509,5,203,0.575
197509,7,18,0.35
197509,7,32,0.35
197509,7,57,0.35
197509,7,122,1.15
197509,7,187,0.35
197509,7,198,0.35
197509,7,129,1.75
197509,18,32,0.383
197509,18,57,0.383
197509,18,122,0.35
197509,32,57,1.25
197509,32,122,0.35
197509,32,198,0.383
197509,43,187,0.367
197509,47,166,0.367
197509,57,122,0.35
197509,57,198,0.383
197509,70,203,0.35
197509,87,118,0.35
197509,87,196,1.15
197509,102,119,0.383
197509,109,135,0.367
197509,109,198,0.367
197509,117,183,0.35
197509,122,187,0.35
197509,122,198,0.35
197509,127,166,0.23
197510,4,7,1.15
197510,4,18,0.35
197510,4,32,0.35
197510,4,57,0.35
197510,4,122,1.15
197510,4,187,0.35
197510,4,198,0.35
197510,5,203,0.575
197510,7,18,0.35
197510,7,32,0.35
197510,7,57,0.35
197510,7,122,1.15
197510,7,187,0.35
197510,7,198,0.35
197510,7,129,1.75
197510,18,32,0.383
197510,18,57,0.383
197510,18,122,0.35
197510,32,57,1.25
197510,32,122,0.35
197510,32,198,0.383
197510,43,187,0.367
197510,47,166,0.367
197510,57,122,0.35
197510,57,198,0.383
197510,70,203,0.35
197510,87,118,0.35
197510,87,196,1.15
197510,102,119,0.383
197510,109,198,0.367
197510,117,183,0.35
197510,122,187,0.35
197510,122,198,0.35
197510,127,166,0.23
197511,4,7,1.15
197511,4,18,0.35
197511,4,32,0.35
197511,4,57,0.35
197511,4,122,1.15
197511,4,187,0.35
197511,5,203,0.575
197511,7,18,0.35
197511,7,32,0.35
197511,7,57,0.35
197511,7,122,1.15
197511,7,187,0.35
197511,7,129,1.75
197511,18,32,0.383
197511,18,57,0.383
197511,18,122,0.35
197511,32,57,1.25
197511,32,122,0.35
197511,43,187,0.367
197511,47,166,0.367
197511,56,117,1.15
197511,56,183,0.35
197511,57,122,0.35
197511,70,203,0.35
197511,87,196,1.15
197511,102,119,0.383
197511,117,183,0.35
197511,122,187,0.35
197511,127,166,0.23
197512,4,7,1.15
197512,4,18,0.35
197512,4,32,0.35
197512,4,57,0.35
197512,4,122,1.15
197512,4,187,0.35
197512,5,203,0.575
197512,7,18,0.35
197512,7,32,0.35
197512,7,57,0.35
197512,7,122,1.15
197512,7,187,0.35
197512,7,129,1.75
197512,18,32,0.383
197512,18,57,0.383
197512,18,122,0.35
197512,32,57,1.25
197512,32,122,0.35
197512,43,187,0.367
197512,47,166,0.367
197512,56,117,1.15
197512,56,183,0.35
197512,57,122,0.35
197512,70,203,0.35
197512,87,196,1.15
197512,102,119,0.383
197512,117,183,0.35
197512,122,187,0.35
197512,127,166,0.23
197601,4,18,0.35
197601,4,32,0.35
197601,4,57,0.35
197601,4,81,0.35
197601,4,92,1.15
197601,4,122,1.15
197601,5,203,0.575
197601,7,129,1.75
197601,18,32,0.383
197601,18,57,0.383
197601,18,92,0.35
197601,18,122,0.35
197601,32,57,1.25
197601,32,81,0.383
197601,32,92,0.35
197601,32,122,0.35
197601,47,166,0.367
197601,56,117,1.15
197601,56,183,0.35
197601,57,81,0.383
197601,57,92,0.35
197601,57,122,0.35
197601,64,64,1.7
197601,70,203,0.35
197601,72,194,0.625
197601,81,92,0.35
197601,81,122,0.35
197601,87,196,1.15
197601,92,122,1.15
197601,102,119,0.383
197601,117,183,0.35
197601,127,166,0.23
197602,4,18,0.35
197602,4,32,0.35
197602,4,57,0.35
197602,4,81,0.35
197602,4,92,1.15
197602,4,122,1.15
197602,7,129,1.75
197602,18,32,0.383
197602,18,57,0.383
197602,18,92,0.35
197602,18,122,0.35
197602,32,57,1.25
197602,32,81,0.383
197602,32,92,0.35
197602,32,122,0.35
197602,47,166,0.367
197602,56,117,1.15
197602,56,183,0.35
197602,57,81,0.383
197602,57,92,0.35
197602,57,122,0.35
197602,64,64,1.7
197602,72,194,0.625
197602,81,92,0.35
197602,81,122,0.35
197602,87,196,1.15
197602,92,122,1.15
197602,102,119,0.383
197602,108,165,0.23
197602,117,183,0.35
197602,127,166,0.23
197603,4,18,0.35
197603,4,32,0.35
197603,4,57,0.35
197603,4,81,0.35
197603,4,92,1.15
197603,4,122,1.15
197603,7,129,1.75
197603,18,32,0.383
197603,18,57,0.383
197603,18,92,0.35
197603,18,122,0.35
197603,32,57,1.25
197603,32,81,0.383
197603,32,92,0.35
197603,32,122,0.35
197603,47,166,0.367
197603,56,117,1.15
197603,56,183,0.35
197603,57,81,0.383
197603,57,92,0.35
197603,57,122,0.35
197603,64,64,1.7
197603,72,194,0.625
197603,81,92,0.35
197603,81,122,0.35
197603,87,196,1.15
197603,92,122,1.15
197603,102,119,0.383
197603,108,165,0.23
197603,117,183,0.35
197603,127,166,0.23
197604,4,18,0.35
197604,4,32,0.35
197604,4,57,0.35
197604,4,81,0.35
197604,4,92,1.15
197604,4,122,1.15
197604,7,129,1.75
197604,18,32,0.383
197604,18,57,0.383
197604,18,92,0.35
197604,18,122,0.35
197604,32,57,1.25
197604,32,81,0.383
197604,32,92,0.35
197604,32,122,0.35
197604,47,166,0.367
197604,56,117,1.15
197604,56,183,0.35
197604,57,81,0.383
197604,57,92,0.35
197604,57,122,0.35
197604,64,64,1.7
197604,72,194,0.625
197604,81,92,0.35
197604,81,122,0.35
197604,87,196,1.15
197604,92,122,1.15
197604,102,119,0.383
197604,108,165,0.23
197604,117,183,0.35
197604,127,166,0.23
197605,4,18,0.35
197605,4,32,0.35
197605,4,57,0.35
197605,4,81,0.35
197605,4,92,1.15
197605,7,129,1.75
197605,18,32,0.383
197605,18,57,0.383
197605,18,92,0.35
197605,32,57,1.25
197605,32,81,0.383
197605,32,92,0.35
197605,47,166,0.367
197605,56,117,1.15
197605,56,183,0.35
197605,57,81,0.383
197605,57,92,0.35
197605,64,64,1.7
197605,72,194,0.625
197605,81,92,0.35
197605,87,196,1.15
197605,102,119,0.383
197605,108,165,0.23
197605,117,183,0.35
197605,127,166,0.23
197606,4,18,0.35
197606,4,32,0.35
197606,4,57,0.35
197606,4,81,0.35
197606,4,92,1.15
197606,7,129,1.75
197606,18,32,0.383
197606,18,57,0.383
197606,18,92,0.35
197606,32,57,1.25
197606,32,81,0.383
197606,32,92,0.35
197606,47,166,0.367
197606,56,117,1.15
197606,56,183,0.35
197606,57,81,0.383
197606,57,92,0.35
197606,64,64,1.7
197606,72,194,0.625
197606,81,92,0.35
197606,87,196,1.15
197606,102,119,0.383
197606,108,165,0.23
197606,117,183,0.35
197606,127,166,0.23
197607,4,18,0.35
197607,4,32,0.35
197607,4,57,0.35
197607,4,81,0.35
197607,4,92,1.15
197607,7,129,1.75
197607,18,32,0.383
197607,18,57,0.383
197607,18,92,0.35
197607,32,57,1.25
197607,32,81,0.383
197607,32,92,0.35
197607,47,166,0.367
197607,56,117,1.15
197607,56,183,0.35
197607,57,81,0.383
197607,57,92,0.35
197607,64,64,1.7
197607,72,194,0.625
197607,81,92,0.35
197607,87,196,1.15
197607,102,119,0.383
197607,108,165,0.23
197607,117,183,0.35
197607,127,166,0.23
197608,4,18,0.35
197608,4,32,0.35
197608,4,57,0.35
197608,4,81,0.35
197608,4,92,1.15
197608,7,129,1.75
197608,18,32,0.383
197608,18,57,0.383
197608,18,92,0.35
197608,32,57,1.25
197608,32,81,0.383
197608,32,92,0.35
197608,47,166,0.367
197608,56,117,1.15
197608,56,183,0.35
197608,57,81,0.383
197608,57,92,0.35
197608,64,64,1.7
197608,72,194,0.625
197608,81,92,0.35
197608,87,196,1.15
197608,102,119,0.383
197608,108,165,0.23
197608,117,183,0.35
197608,127,166,0.23
197609,4,18,0.35
197609,4,32,0.35
197609,4,57,0.35
197609,4,81,0.35
197609,4,92,1.15
197609,7,129,1.75
197609,18,32,0.383
197609,18,57,0.383
197609,18,92,0.35
197609,32,57,1.25
197609,32,81,0.383
197609,32,92,0.35
197609,47,166,0.367
197609,56,117,1.15
197609,56,183,0.35
197609,57,81,0.383
197609,57,92,0.35
197609,64,64,1.7
197609,72,194,0.625
197609,81,92,0.35
197609,87,196,1.15
197609,102,119,0.383
197609,108,165,0.23
197609,117,183,0.35
197609,127,166,0.23
197610,4,18,0.35
197610,4,32,0.35
197610,4,57,0.35
197610,4,81,0.35
197610,4,92,1.15
197610,7,129,1.75
197610,18,32,0.383
197610,18,57,0.383
197610,18,92,0.35
197610,32,57,1.25
197610,32,81,0.383
197610,32,92,0.35
197610,47,166,0.367
197610,56,117,1.15
197610,56,183,0.35
197610,57,81,0.383
197610,57,92,0.35
197610,57,87,1.15
197610,64,64,1.7
197610,72,194,0.625
197610,81,92,0.35
197610,87,196,1.15
197610,102,119,0.383
197610,108,165,0.23
197610,117,183,0.35
197610,127,166,0.23
197611,4,18,0.35
197611,4,32,0.35
197611,4,81,0.35
197611,4,92,1.15
197611,7,129,1.75
197611,18,32,0.383
197611,18,92,0.35
197611,24,72,0.23
197611,24,98,0.23
197611,24,172,0.23
197611,24,172,0.23
197611,24,194,0.35
197611,32,81,0.383
197611,32,92,0.35
197611,47,166,0.367
197611,56,117,1.15
197611,56,183,0.35
197611,57,87,1.15
197611,64,64,1.7
197611,72,194,0.625
197611,81,92,0.35
197611,87,196,1.15
197611,102,119,0.383
197611,108,165,0.23
197611,117,183,0.35
197611,127,166,0.23
197612,4,18,0.35
197612,4,32,0.35
197612,4,81,0.35
197612,4,92,1.15
197612,7,129,1.75
197612,18,32,0.383
197612,18,92,0.35
197612,24,72,0.23
197612,24,98,0.23
197612,24,172,0.23
197612,24,172,0.23
197612,24,194,0.35
197612,32,81,0.383
197612,32,92,0.35
197612,47,166,0.367
197612,56,117,1.15
197612,56,183,0.35
197612,57,87,1.15
197612,64,64,1.7
197612,72,194,0.625
197612,81,92,0.35
197612,87,196,1.15
197612,102,119,0.383
197612,108,165,0.23
197612,117,183,0.35
197612,127,166,0.23
197701,4,18,0.35
197701,4,32,0.35
197701,4,81,0.35
197701,4,92,1.15
197701,4,185,0.575
197701,7,129,1.75
197701,18,32,0.383
197701,18,92,0.35
197701,24,72,0.23
197701,24,98,0.23
197701,24,172,0.23
197701,24,194,0.35
197701,32,81,0.383
197701,32,92,0.35
197701,47,166,0.367
197701,56,183,0.35
197701,57,87,1.15
197701,72,194,0.625
197701,81,92,0.35
197701,87,196,1.15
197701,92,185,0.575
197701,102,119,0.383
197701,108,165,0.23
197701,127,166,0.23
197702,4,18,0.35
197702,4,32,0.35
197702,4,81,0.35
197702,4,92,1.15
197702,4,185,0.575
197702,7,129,1.75
197702,18,32,0.383
197702,18,92,0.35
197702,24,72,0.23
197702,24,98,0.23
197702,24,172,0.23
197702,24,194,0.35
197702,32,81,0.383
197702,32,92,0.35
197702,47,166,0.367
197702,56,183,0.35
197702,57,87,1.15
197702,72,194,0.625
197702,81,92,0.35
197702,87,196,1.15
197702,92,185,0.575
197702,102,119,0.383
197702,108,165,0.23
197702,127,166,0.23
197703,4,18,0.35
197703,4,32,0.35
197703,4,81,0.35
197703,4,92,1.15
197703,4,185,0.575
197703,7,129,1.75
197703,18,32,0.383
197703,18,92,0.35
197703,24,72,0.23
197703,24,98,0.23
197703,24,172,0.23
197703,24,194,0.35
197703,32,81,0.383
197703,32,92,0.35
197703,47,166,0.367
197703,56,183,0.35
197703,56,193,1.15
197703,57,87,1.15
197703,72,194,0.625
197703,81,92,0.35
197703,87,196,1.15
197703,92,185,0.575
197703,102,119,0.383
197703,108,165,0.23
197703,127,166,0.23
197703,183,193,0.35
197704,4,18,0.35
197704,4,32,0.35
197704,4,81,0.35
197704,4,92,1.15
197704,4,185,0.575
197704,7,129,1.75
197704,18,32,0.383
197704,18,92,0.35
197704,24,72,0.23
197704,24,98,0.23
197704,24,172,0.23
197704,24,194,0.35
197704,32,81,0.383
197704,32,92,0.35
197704,47,166,0.367
197704,56,183,0.35
197704,56,193,1.15
197704,57,87,1.15
197704,72,194,0.625
197704,81,92,0.35
197704,87,196,1.15
197704,92,185,0.575
197704,102,119,0.383
197704,108,165,0.23
197704,127,166,0.23
197704,183,193,0.35
197705,4,18,0.35
197705,4,32,0.35
197705,4,81,0.35
197705,4,92,1.15
197705,4,185,0.575
197705,7,129,1.75
197705,18,32,0.383
197705,18,92,0.35
197705,24,72,0.23
197705,24,98,0.23
197705,24,172,0.23
197705,24,194,0.35
197705,32,81,0.383
197705,32,92,0.35
197705,47,166,0.367
197705,56,183,0.35
197705,56,193,1.15
197705,57,87,1.15
197705,72,194,0.625
197705,81,92,0.35
197705,87,196,1.15
197705,92,185,0.575
197705,102,119,0.383
197705,108,165,0.23
197705,127,166,0.23
197705,183,193,0.35
197706,4,18,0.35
197706,4,32,0.35
197706,4,81,0.35
197706,4,92,1.15
197706,4,185,0.575
197706,7,129,1.75
197706,18,32,0.383
197706,18,92,0.35
197706,24,72,0.23
197706,24,98,0.23
197706,24,172,0.23
197706,24,194,0.35
197706,32,81,0.383
197706,32,92,0.35
197706,47,166,0.367
197706,56,183,0.35
197706,56,193,1.15
197706,57,87,1.15
197706,72,194,0.625
197706,81,92,0.35
197706,87,196,1.15
197706,92,185,0.575
197706,102,119,0.383
197706,108,165,0.23
197706,127,166,0.23
197706,183,193,0.35
197707,4,18,0.35
197707,4,32,0.35
197707,4,81,0.35
197707,4,92,1.15
197707,4,185,0.575
197707,7,129,1.75
197707,18,32,0.383
197707,18,92,0.35
197707,24,72,0.23
197707,24,98,0.23
197707,24,172,0.23
197707,24,194,0.35
197707,32,81,0.383
197707,32,92,0.35
197707,47,166,0.367
197707,56,183,0.35
197707,56,193,1.15
197707,57,87,1.15
197707,72,194,0.625
197707,81,92,0.35
197707,87,196,1.15
197707,92,185,0.575
197707,102,119,0.383
197707,108,165,0.23
197707,127,166,0.23
197707,183,193,0.35
197708,7,129,1.75
197708,18,32,0.383
197708,18,92,0.35
197708,24,72,0.23
197708,24,98,0.23
197708,24,172,0.23
197708,24,194,0.35
197708,32,81,0.383
197708,32,92,0.35
197708,47,166,0.367
197708,56,183,0.35
197708,56,193,1.15
197708,57,87,1.15
197708,72,194,0.625
197708,81,92,0.35
197708,87,196,1.15
197708,92,185,0.575
197708,102,119,0.383
197708,108,165,0.23
197708,127,166,0.23
197708,183,193,0.35
197709,7,129,1.75
197709,18,32,0.383
197709,18,92,0.35
197709,24,72,0.23
197709,24,98,0.23
197709,24,172,0.23
197709,24,194,0.35
197709,32,81,0.383
197709,32,92,0.35
197709,47,166,0.367
197709,56,183,0.35
197709,56,193,1.15
197709,57,87,1.15
197709,72,194,0.625
197709,81,92,0.35
197709,87,196,1.15
197709,92,185,0.575
197709,102,119,0.383
197709,108,165,0.23
197709,127,166,0.23
197709,183,193,0.35
197710,7,129,1.75
197710,18,32,0.383
197710,18,92,0.35
197710,24,72,0.23
197710,24,98,0.23
197710,24,172,0.23
197710,24,194,0.35
197710,32,81,0.383
197710,32,92,0.35
197710,47,166,0.367
197710,56,183,0.35
197710,56,193,1.15
197710,57,87,1.15
197710,72,194,0.625
197710,81,92,0.35
197710,87,196,1.15
197710,92,185,0.575
197710,102,119,0.383
197710,108,165,0.23
197710,127,166,0.23
197710,183,193,0.35
197711,7,129,1.75
197711,18,32,0.383
197711,18,92,0.35
197711,24,72,0.23
197711,24,98,0.23
197711,24,172,0.23
197711,24,194,0.35
197711,32,81,0.383
197711,32,92,0.35
197711,47,166,0.367
197711,56,183,0.35
197711,56,193,1.15
197711,57,87,1.15
197711,72,194,0.625
197711,81,92,0.35
197711,87,196,1.15
197711,92,185,0.575
197711,102,119,0.383
197711,108,165,0.23
197711,127,166,0.23
197711,183,193,0.35
197712,7,129,1.75
197712,18,32,0.383
197712,18,92,0.35
197712,24,72,0.23
197712,24,98,0.23
197712,24,137,0.23
197712,24,172,0.23
197712,24,194,0.35
197712,32,81,0.383
197712,32,92,0.35
197712,47,166,0.367
197712,56,183,0.35
197712,56,193,1.15
197712,57,87,1.15
197712,72,137,0.417
197712,72,194,0.625
197712,81,92,0.35
197712,87,113,1.15
197712,87,196,1.15
197712,92,185,0.575
197712,102,119,0.383
197712,108,165,0.23
197712,113,113,0.75
197712,113,196,1.15
197712,127,166,0.23
197712,137,194,0.25
197712,183,193,0.35
197801,7,129,1.75
197801,18,32,0.383
197801,18,92,0.35
197801,24,41,0.23
197801,24,72,0.23
197801,24,98,0.23
197801,24,137,0.23
197801,24,172,0.23
197801,24,194,0.35
197801,24,202,0.35
197801,32,81,0.383
197801,32,92,0.35
197801,41,72,1.35
197801,41,137,0.417
197801,41,194,0.625
197801,47,166,0.367
197801,56,183,0.35
197801,56,193,1.15
197801,57,87,1.15
197801,72,137,0.417
197801,72,194,0.625
197801,81,92,0.35
197801,87,113,1.15
197801,87,196,1.15
197801,92,185,0.575
197801,108,165,0.23
197801,113,196,1.15
197801,127,166,0.23
197801,137,194,0.25
197801,183,193,0.35
197801,185,202,0.725
197802,7,129,1.75
197802,18,32,0.383
197802,18,92,0.35
197802,24,41,0.23
197802,24,72,0.23
197802,24,98,0.23
197802,24,131,0.23
197802,24,137,0.23
197802,24,172,0.23
197802,24,194,0.35
197802,24,202,0.35
197802,32,81,0.383
197802,32,92,0.35
197802,41,72,1.35
197802,41,137,0.417
197802,41,194,0.625
197802,47,166,0.367
197802,56,183,0.35
197802,56,193,1.15
197802,57,87,1.15
197802,72,137,0.417
197802,72,194,0.625
197802,81,92,0.35
197802,87,113,1.15
197802,87,196,1.15
197802,92,185,0.575
197802,108,165,0.23
197802,113,196,1.15
197802,127,166,0.23
197802,137,194,0.25
197802,183,193,0.35
197802,185,202,0.725
197803,7,129,1.75
197803,18,32,0.383
197803,18,92,0.35
197803,24,41,0.23
197803,24,72,0.23
197803,24,98,0.23
197803,24,131,0.23
197803,24,137,0.23
197803,24,172,0.23
197803,24,194,0.35
197803,24,202,0.35
197803,32,81,0.383
197803,32,92,0.35
197803,41,72,1.35
197803,41,137,0.417
197803,41,194,0.625
197803,47,166,0.367
197803,56,183,0.35
197803,56,193,1.15
197803,57,87,1.15
197803,72,137,0.417
197803,72,194,0.625
197803,81,92,0.35
197803,87,113,1.15
197803,87,196,1.15
197803,92,185,0.575
197803,108,165,0.23
197803,113,196,1.15
197803,127,166,0.23
197803,137,194,0.25
197803,183,193,0.35
197803,185,202,0.725
197804,7,129,1.75
197804,24,41,0.23
197804,24,72,0.23
197804,24,98,0.23
197804,24,131,0.23
197804,24,137,0.23
197804,24,172,0.23
197804,24,194,0.35
197804,24,202,0.35
197804,32,81,0.383
197804,32,92,0.35
197804,41,72,1.35
197804,41,137,0.417
197804,41,194,0.625
197804,47,166,0.367
197804,56,183,0.35
197804,56,193,1.15
197804,57,87,1.15
197804,72,137,0.417
197804,72,194,0.625
197804,81,92,0.35
197804,87,113,1.15
197804,87,196,1.15
197804,92,185,0.575
197804,108,165,0.23
197804,113,196,1.15
197804,127,166,0.23
197804,137,194,0.25
197804,183,193,0.35
197804,185,202,0.725
197805,7,129,1.75
197805,24,41,0.23
197805,24,72,0.23
197805,24,98,0.23
197805,24,131,0.23
197805,24,137,0.23
197805,24,172,0.23
197805,24,186,0.35
197805,24,194,0.35
197805,24,202,0.35
197805,32,81,0.383
197805,32,92,0.35
197805,41,72,1.35
197805,41,137,0.417
197805,41,194,0.625
197805,47,166,0.367
197805,57,87,1.15
197805,72,137,0.417
197805,72,194,0.625
197805,81,92,0.35
197805,87,113,1.15
197805,87,196,1.15
197805,92,185,0.575
197805,108,165,0.23
197805,113,196,1.15
197805,127,166,0.23
197805,137,194,0.25
197805,185,202,0.725
197805,186,194,0.383
197806,7,129,1.75
197806,24,41,0.23
197806,24,72,0.23
197806,24,98,0.23
197806,24,131,0.23
197806,24,137,0.23
197806,24,172,0.23
197806,24,186,0.35
197806,24,194,0.35
197806,24,202,0.35
197806,32,81,0.383
197806,32,92,0.35
197806,41,72,1.35
197806,41,137,0.417
197806,41,194,0.625
197806,47,166,0.367
197806,57,87,1.15
197806,72,137,0.417
197806,72,194,0.625
197806,81,92,0.35
197806,87,113,1.15
197806,87,196,1.15
197806,92,185,0.575
197806,108,165,0.23
197806,113,196,1.15
197806,127,166,0.23
197806,137,194,0.25
197806,185,202,0.725
197806,186,194,0.383
197807,7,129,1.75
197807,24,41,0.23
197807,24,72,0.23
197807,24,98,0.23
197807,24,131,0.23
197807,24,137,0.23
197807,24,172,0.23
197807,24,186,0.35
197807,24,194,0.35
197807,24,202,0.35
197807,32,81,0.383
197807,32,92,0.35
197807,41,72,1.35
197807,41,137,0.417
197807,41,194,0.625
197807,47,166,0.367
197807,57,87,1.15
197807,72,137,0.417
197807,72,194,0.625
197807,81,92,0.35
197807,87,113,1.15
197807,87,196,1.15
197807,92,185,0.575
197807,108,165,0.23
197807,113,196,1.15
197807,127,166,0.23
197807,137,194,0.25
197807,185,202,0.725
197807,186,194,0.383
197808,7,129,1.75
197808,24,41,0.23
197808,24,72,0.23
197808,24,98,0.23
197808,24,131,0.23
197808,24,137,0.23
197808,24,172,0.23
197808,24,186,0.35
197808,24,194,0.35
197808,24,202,0.35
197808,32,81,0.383
197808,32,92,0.35
197808,41,72,1.35
197808,41,137,0.417
197808,41,194,0.625
197808,47,166,0.367
197808,57,87,1.15
197808,72,137,0.417
197808,72,194,0.625
197808,81,92,0.35
197808,87,113,1.15
197808,87,196,1.15
197808,92,185,0.575
197808,108,165,0.23
197808,113,196,1.15
197808,118,162,0.675
197808,127,166,0.23
197808,137,194,0.25
197808,185,202,0.725
197808,186,194,0.383
197809,7,129,1.75
197809,24,41,0.23
197809,24,72,0.23
197809,24,98,0.23
197809,24,131,0.23
197809,24,137,0.23
197809,24,172,0.23
197809,24,186,0.35
197809,24,194,0.35
197809,24,202,0.35
197809,32,81,0.383
197809,32,92,0.35
197809,37,81,0.675
197809,41,72,1.35
197809,41,137,0.417
197809,41,194,0.625
197809,47,166,0.367
197809,57,87,1.15
197809,72,137,0.417
197809,72,194,0.625
197809,81,92,0.35
197809,87,113,1.15
197809,87,196,1.15
197809,92,185,0.575
197809,108,165,0.23
197809,113,196,1.15
197809,118,162,0.675
197809,127,166,0.23
197809,137,194,0.25
197809,185,202,0.725
197809,186,194,0.383
197810,7,129,1.75
197810,24,41,0.23
197810,24,72,0.23
197810,24,98,0.23
197810,24,131,0.23
197810,24,137,0.23
197810,24,172,0.23
197810,24,186,0.35
197810,24,194,0.35
197810,24,202,0.35
197810,32,81,0.383
197810,32,92,0.35
197810,37,81,0.675
197810,40,40,0.383
197810,41,72,1.35
197810,41,137,0.417
197810,41,194,0.625
197810,47,166,0.367
197810,57,87,1.15
197810,72,137,0.417
197810,72,194,0.625
197810,81,92,0.35
